steamid,appid,playtime_forever,playtime_2weeks,X1pPlayerName,rank,games,n,sample_weights
76561198046875578,389730,878.9,NA,Echoplex25,19,1,1439,0.03963750550903482
76561198046875578,1778820,54.15,16.1,Echoplex25,19,1,1439,0.03963750550903482
76561198047250498,389730,1480.35,NA,Gandalfs Kush,21,5,1165,0.03209012780960776
76561198047250498,1778820,173.06666666666666,52.55,Gandalfs Kush,21,5,1165,0.03209012780960776
76561198199238458,389730,2834.0833333333335,NA,i9bonsai,27,3,54,0.001487439400617012
76561198199238458,1778820,240.96666666666667,53.86666666666667,i9bonsai,27,3,54,0.001487439400617012
76561198043197391,389730,85.05,NA,Drac,2,1,412,0.011348611723226092
76561198043197391,1778820,52.96666666666667,20.116666666666667,Drac,2,1,412,0.011348611723226092
76561198104118989,389730,1855.1,NA,玄秉虎98,20,3,1174,0.03233803437637726
76561198104118989,1778820,119.98333333333333,52.95,玄秉虎98,20,3,1174,0.03233803437637726
76561198870551923,389730,6.2,NA,willow,8,1,1153,0.031759585720581754
76561198870551923,1778820,34.9,17.966666666666665,willow,8,1,1153,0.031759585720581754
76561198083269288,1778820,117.31666666666666,77.66666666666667,Zatres,15,1,4444,0.12241075363596297
76561199178245169,389730,1848.7833333333333,NA,nonlocal,25,2,167,0.004600044072278537
76561199178245169,1778820,265.4,96,nonlocal,25,2,167,0.004600044072278537
76561198137877571,389730,2719.5333333333333,NA,BruceLeeRoyC,26,7,112,0.003085059497576025
76561198137877571,1778820,123.6,35.88333333333333,BruceLeeRoyC,26,7,112,0.003085059497576025
76561198015370170,389730,2191.1666666666665,NA,Betonowy,18,1,2268,0.0624724548259145
76561198015370170,1778820,121.08333333333333,23.016666666666666,Betonowy,18,1,2268,0.0624724548259145
76561198817076630,1778820,51.36666666666667,11.366666666666667,yazurou,13,1,2221,0.06117783164389599
76561198817076630,389730,66.73333333333333,NA,yazurou,13,1,2221,0.06117783164389599
76561198025825739,389730,719.7,NA,eriely,20,1,1174,0.03233803437637726
76561198025825739,1778820,75.66666666666667,45.85,eriely,20,1,1174,0.03233803437637726
76561198038598982,1778820,40.1,10.816666666666666,superdaimyo,10,1,1618,0.04456809167033936
76561198876055748,389730,7992.316666666667,NA,MEGAMAN DERSON,27,4,54,0.001487439400617012
76561198876055748,1778820,267.76666666666665,81.8,MEGAMAN DERSON,27,4,54,0.001487439400617012
76561198199238458,389730,2834.0833333333335,NA,i9bonsai,27,3,54,0.001487439400617012
76561198199238458,1778820,240.96666666666667,53.86666666666667,i9bonsai,27,3,54,0.001487439400617012
76561198067649164,1778820,49.56666666666667,19.366666666666667,Ghost,24,10,261,0.0071892904363155576
76561198112913797,389730,24.916666666666668,NA,Duwactik,2,2,412,0.011348611723226092
76561198112913797,1778820,4.8,4.8,Duwactik,2,2,412,0.011348611723226092
76561198073107222,389730,34.45,NA,nalex,5,1,645,0.017766637285147643
76561198073107222,1778820,62.28333333333333,21.2,nalex,5,1,645,0.017766637285147643
76561198120658126,389730,1424.8,NA,keyofpoo,28,1,25,6.886293521375055e-4
76561198120658126,1778820,183.13333333333333,45.56666666666667,keyofpoo,28,1,25,6.886293521375055e-4
76561198284542634,1778820,39.93333333333333,20.883333333333333,NotDaddy,0,1,1460,0.04021595416483032
76561198040428916,389730,72.7,NA,MegaCiccio,19,1,1439,0.03963750550903482
76561198040428916,1778820,58.88333333333333,16.133333333333333,MegaCiccio,19,1,1439,0.03963750550903482
76561198086426570,389730,73.2,NA,coryeski,12,1,2534,0.06979947113265755
76561198086426570,1778820,28.7,13.033333333333333,coryeski,12,1,2534,0.06979947113265755
76561198217316659,1778820,5.266666666666667,5.266666666666667,FangZz,1,1,370,0.010191714411635081
76561197988508472,389730,1365.6333333333334,NA,오요1331,15,1,4444,0.12241075363596297
76561197988508472,1778820,141.46666666666667,43.25,오요1331,15,1,4444,0.12241075363596297
76561198192597358,389730,0,NA,HeiSs,22,1,567,0.015618113706478625
76561198192597358,1778820,0,NA,HeiSs,22,1,567,0.015618113706478625
76561198351159514,389730,3033.8166666666666,NA,DombiliMaymun,29,2,19,5.233583076245042e-4
76561198351159514,1778820,99.81666666666666,32.25,DombiliMaymun,29,2,19,5.233583076245042e-4
76561198046255961,389730,113.45,NA,ben.,3,1,607,0.016719920669898632
76561198046255961,1778820,29,29,ben.,3,1,607,0.016719920669898632
76561198968841966,1778820,39.483333333333334,28.6,King Axel,10,1,1618,0.04456809167033936
76561198097073807,389730,1186.9333333333334,NA,Moonbeulla,11,2,1759,0.04845196121639489
76561198097073807,1778820,97.61666666666666,16.683333333333334,Moonbeulla,11,2,1759,0.04845196121639489
76561198107241446,389730,191.51666666666668,NA,BoyManLegDude,7,2,667,0.018372631115028647
76561198107241446,1778820,73.43333333333334,9.85,BoyManLegDude,7,2,667,0.018372631115028647
76561197980188784,389730,2248.766666666667,NA,Hais,24,2,261,0.0071892904363155576
76561197980188784,1778820,182.9,35.06666666666667,Hais,24,2,261,0.0071892904363155576
76561198307730706,389730,195.43333333333334,NA,유기농상추,5,2,645,0.017766637285147643
76561198307730706,1778820,19.9,13.666666666666666,유기농상추,5,2,645,0.017766637285147643
76561199162907048,389730,216.41666666666666,NA,Reayashin,23,4,387,0.010659982371088585
76561199162907048,1778820,265.8666666666667,35.166666666666664,Reayashin,23,4,387,0.010659982371088585
76561198154480341,389730,52.31666666666667,NA,Gangogangi,3,1,607,0.016719920669898632
76561198154480341,1778820,8.35,8.35,Gangogangi,3,1,607,0.016719920669898632
76561198958498103,389730,0,NA,KNOSIS,11,3,1759,0.04845196121639489
