steamid,appid,playtime_forever,playtime_2weeks,1pPlayerName,rank,games,n,sample_weights
76561198399313382,1778820,68.9,68.9,Starcutter,4,1,670,0.01865359986636227
76561198197131998,389730,23.85,NA,Tannn,24,1,260,0.007238710395901776
76561198197131998,1778820,133.31666666666666,32.55,Tannn,24,1,260,0.007238710395901776
76561198004138342,389730,8.233333333333333,NA,Kraz_dwan,2,1,415,0.011554095439612451
76561198004138342,1778820,2.9,2.9,Kraz_dwan,2,1,415,0.011554095439612451
76561199117792175,389730,1507.1333333333334,NA,TTV.HK-47,28,3,29,8.073946210813519e-4
76561199117792175,1778820,210.93333333333334,81.81666666666666,TTV.HK-47,28,3,29,8.073946210813519e-4
76561198066808891,389730,4471.15,NA,Riyukan,21,1,1194,0.03324238543348739
76561198066808891,1778820,219.03333333333333,47.88333333333333,Riyukan,21,1,1194,0.03324238543348739
76561198338886061,1778820,22.216666666666665,20.55,Solox96,4,1,670,0.01865359986636227
76561198081627270,1778820,34.5,20.283333333333335,Wheel21,8,2,1165,0.032434990812406035
76561198246394384,389730,3748.35,NA,K-Wiss,27,4,58,0.0016147892421627039
76561198246394384,1778820,263.35,94.96666666666667,K-Wiss,27,4,58,0.0016147892421627039
76561198043306864,389730,3900.883333333333,NA,ttv Kane_TK,27,1,58,0.0016147892421627039
76561198043306864,1778820,246.13333333333333,61.016666666666666,ttv Kane_TK,27,1,58,0.0016147892421627039
76561198135544789,389730,0,NA,Niccez,8,1,1165,0.032434990812406035
76561198135544789,1778820,0,NA,Niccez,8,1,1165,0.032434990812406035
76561199134281971,389730,266.8,0.25,Batman69,8,1,1165,0.032434990812406035
76561199134281971,1778820,79.33333333333333,74.65,Batman69,8,1,1165,0.032434990812406035
76561198017400094,389730,660.4333333333333,NA,Asakasa,13,2,2165,0.060276184642797485
76561198017400094,1778820,112.46666666666667,28.766666666666666,Asakasa,13,2,2165,0.060276184642797485
76561198104118989,389730,1855.1,NA,玄秉虎98,19,3,1403,0.0390611949440392
76561198104118989,1778820,119.98333333333333,52.95,玄秉虎98,19,3,1403,0.0390611949440392
76561198801070992,389730,344.5,NA,J-Katz,25,2,167,0.004649479369675372
76561198801070992,1778820,123.01666666666667,45.25,J-Katz,25,2,167,0.004649479369675372
76561198396594102,389730,5091.25,NA,Fran,25,1,167,0.004649479369675372
76561198396594102,1778820,199.21666666666667,58.15,Fran,25,1,167,0.004649479369675372
76561198162391230,389730,224.48333333333332,NA,PrincessJest,2,1,415,0.011554095439612451
76561198162391230,1778820,17.033333333333335,11.216666666666667,PrincessJest,2,1,415,0.011554095439612451
76561198007206677,389730,1104.8166666666666,NA,Chestburster77,18,1,2341,0.06517623475694638
76561198007206677,1778820,47.666666666666664,19.15,Chestburster77,18,1,2341,0.06517623475694638
76561197966136458,389730,33.86666666666667,NA,Okkupantteri,12,1,2470,0.06876774876106688
76561197966136458,1778820,89.2,23.383333333333333,Okkupantteri,12,1,2470,0.06876774876106688
76561198109345626,389730,194.51666666666668,NA,impinky,14,3,2393,0.06662397683612674
76561198109345626,1778820,75.21666666666667,20.783333333333335,impinky,14,3,2393,0.06662397683612674
76561198157509343,389730,2400.55,0.26666666666666666,CHAN_SU,20,2,1097,0.030541789631939417
76561198157509343,1778820,148.91666666666666,56.45,CHAN_SU,20,2,1097,0.030541789631939417
76561198803963433,389730,301.26666666666665,NA,MrMotivated,15,1,4383,0.12202795255860571
76561198803963433,1778820,104.25,42.03333333333333,MrMotivated,15,1,4383,0.12202795255860571
76561198317059203,389730,729.0333333333333,NA,WakiPai,28,1,29,8.073946210813519e-4
76561198317059203,1778820,249.8,73.73333333333333,WakiPai,28,1,29,8.073946210813519e-4
76561198392278699,389730,2.3666666666666667,NA,seer,10,2,1647,0.045854446238654714
76561198392278699,1778820,56.78333333333333,29.3,seer,10,2,1647,0.045854446238654714
76561198199238458,389730,2834.0833333333335,NA,i9bonsai,28,3,29,8.073946210813519e-4
76561198199238458,1778820,240.86666666666667,57.18333333333333,i9bonsai,28,3,29,8.073946210813519e-4
76561198815427254,1778820,9.533333333333333,9.533333333333333,danyatrasher2k7,1,1,324,0.009020546801046829
76561198178535418,1778820,165.25,45.65,jojo,16,1,2529,0.07041037919705997
76561198868353250,389730,565.1666666666666,NA,M45T4Z,25,2,167,0.004649479369675372
76561198868353250,1778820,147.38333333333333,52.61666666666667,M45T4Z,25,2,167,0.004649479369675372
76561198041558069,389730,2586.133333333333,NA,장림동여심폭격기이성준,26,1,115,0.0032017372904950166
76561198041558069,1778820,216.83333333333334,59.483333333333334,장림동여심폭격기이성준,26,1,115,0.0032017372904950166
76561198104160257,1778820,85.05,33.63333333333333,Nerpha,5,1,673,0.018737123447853443
76561198243578750,389730,2672.483333333333,NA,DeFroster,27,1,58,0.0016147892421627039
76561198243578750,389730,2672.483333333333,NA,LD | HwoNoob,26,1,115,0.0032017372904950166
76561198243578750,1778820,196.33333333333334,46.13333333333333,DeFroster,27,1,58,0.0016147892421627039
76561198243578750,1778820,196.33333333333334,46.13333333333333,LD | HwoNoob,26,1,115,0.0032017372904950166
76561198250584660,1778820,23.166666666666668,23.166666666666668,HappyTrashhh,7,1,648,0.018041093602093657
76561198175912618,389730,7.133333333333334,NA,0dysseuz,13,1,2165,0.060276184642797485
76561198175912618,1778820,20.616666666666667,4.45,0dysseuz,13,1,2165,0.060276184642797485
76561198000385832,389730,763.5333333333333,NA,ddddddducky,20,1,1097,0.030541789631939417
76561198000385832,1778820,59.05,17.616666666666667,ddddddducky,20,1,1097,0.030541789631939417
76561197997955291,389730,994.5333333333333,NA,Scotty,24,3,260,0.007238710395901776
76561197997955291,1778820,81.23333333333333,26.95,Scotty,24,3,260,0.007238710395901776
76561199040192411,389730,0,NA,LordCurt1s,12,1,2470,0.06876774876106688
76561199040192411,1778820,0,NA,LordCurt1s,12,1,2470,0.06876774876106688
76561198014456429,389730,134.36666666666667,NA,vivy,24,4,260,0.007238710395901776
76561198014456429,1778820,241.3,76.86666666666666,vivy,24,4,260,0.007238710395901776
76561198930265445,389730,461.48333333333335,NA,Edzarudo,14,1,2393,0.06662397683612674
76561198930265445,1778820,58.35,7.35,Edzarudo,14,1,2393,0.06662397683612674
76561198135404352,389730,2.433333333333333,NA,夜の痛み天国,9,1,1721,0.04791469458210368
76561198135404352,1778820,21.15,18.733333333333334,夜の痛み天国,9,1,1721,0.04791469458210368
76561198044037118,389730,176.8,NA,SolidSpider,4,1,670,0.01865359986636227
76561198044037118,1778820,45.766666666666666,12.55,SolidSpider,4,1,670,0.01865359986636227
76561199106972915,389730,299.48333333333335,NA,Gragory,17,1,2221,0.061835291497299404
76561199106972915,1778820,111.13333333333334,24.9,Gragory,17,1,2221,0.061835291497299404
76561198027373701,389730,1704.7666666666667,NA,Exite,17,1,2221,0.061835291497299404
76561198027373701,1778820,104.43333333333334,33.88333333333333,Exite,17,1,2221,0.061835291497299404
76561198042616552,389730,165.53333333333333,NA,Cyclone,4,1,670,0.01865359986636227
76561198042616552,1778820,94.35,11.483333333333333,Cyclone,4,1,670,0.01865359986636227
76561198143461643,1778820,63.516666666666666,21.333333333333332,Dr. buss_down,10,3,1647,0.045854446238654714
76561198268257999,389730,3068.616666666667,NA,WALAWE,26,2,115,0.0032017372904950166
76561198268257999,1778820,195.81666666666666,67,WALAWE,26,2,115,0.0032017372904950166
76561198113133441,1778820,27.75,17.966666666666665,R-U-N?,4,1,670,0.01865359986636227
76561198023559895,389730,58.516666666666666,NA,DaRealJosho,3,1,620,0.017261540174842698
76561198023559895,1778820,27.416666666666668,27.416666666666668,DaRealJosho,3,1,620,0.017261540174842698
76561198071326718,389730,4333.283333333334,NA,triggafesto,23,1,391,0.010885906787683057
76561198071326718,1778820,164.43333333333334,54.45,triggafesto,23,1,391,0.010885906787683057
76561198802785469,389730,61.38333333333333,NA,Love Lost,14,4,2393,0.06662397683612674
76561198802785469,1778820,69.25,69.25,Love Lost,14,4,2393,0.06662397683612674
76561198084365262,389730,8.5,NA,Izzarella,1,1,324,0.009020546801046829
76561198084365262,1778820,16.766666666666666,7.583333333333333,Izzarella,1,1,324,0.009020546801046829
76561198022161281,389730,448,NA,HighTierGief,18,2,2341,0.06517623475694638
76561198022161281,1778820,479.76666666666665,164.2,HighTierGief,18,2,2341,0.06517623475694638
76561198097463614,1778820,31.4,31.4,흐헝ol,6,1,1020,0.028398017706999276
76561198059365123,389730,1373.0666666666666,NA,Dingoose,21,1,1194,0.03324238543348739
76561198059365123,1778820,164.3,38.56666666666667,Dingoose,21,1,1194,0.03324238543348739
76561198336068291,389730,7.35,NA,초보인데좀봐주면서해주세요제발,16,3,2529,0.07041037919705997
76561198336068291,1778820,89.58333333333333,39.63333333333333,초보인데좀봐주면서해주세요제발,16,3,2529,0.07041037919705997
76561197999628553,389730,0,NA,Merv,27,4,58,0.0016147892421627039
76561197999628553,1778820,0,NA,Merv,27,4,58,0.0016147892421627039
76561198036893157,389730,2297.9166666666665,NA,Zabor,22,1,547,0.015229133025224122
76561198036893157,1778820,157.23333333333332,33.75,Zabor,22,1,547,0.015229133025224122
76561197967347623,389730,1197.9333333333334,NA,show_pony,18,1,2341,0.06517623475694638
76561197967347623,1778820,76.28333333333333,16.266666666666666,show_pony,18,1,2341,0.06517623475694638
76561198146573098,389730,420.3666666666667,NA,Ruud,23,1,391,0.010885906787683057
76561198146573098,1778820,65.46666666666667,19.6,Ruud,23,1,391,0.010885906787683057
76561198179105394,1778820,109.21666666666667,36.1,SUNGG,11,1,1721,0.04791469458210368
76561198311366473,389730,113.26666666666667,NA,Meeky318,8,1,1165,0.032434990812406035
76561198014264612,389730,168.16666666666666,0.016666666666666666,CyberCore,7,1,648,0.018041093602093657
76561198014264612,1778820,57.68333333333333,57.68333333333333,CyberCore,7,1,648,0.018041093602093657
76561198258409149,389730,60.86666666666667,NA,Íris,10,1,1647,0.045854446238654714
76561198258409149,1778820,23.266666666666666,18.8,Íris,10,1,1647,0.045854446238654714
76561198026750284,389730,25.316666666666666,0.38333333333333336,Galahad-sama,11,1,1721,0.04791469458210368
76561198026750284,1778820,96.51666666666667,35.71666666666667,Galahad-sama,11,1,1721,0.04791469458210368
76561198294393858,389730,259.23333333333335,NA,2NDEX,22,2,547,0.015229133025224122
76561198294393858,1778820,235.06666666666666,63.016666666666666,2NDEX,22,2,547,0.015229133025224122
76561198156987401,1778820,18.6,18.6,Taters,5,1,673,0.018737123447853443
76561198123296590,389730,0.9166666666666666,NA,소시지반찬,2,2,415,0.011554095439612451
76561198123296590,1778820,63.53333333333333,31.3,소시지반찬,2,2,415,0.011554095439612451
76561198077820992,1778820,21.25,6.133333333333334,breadroll,7,1,648,0.018041093602093657
76561198209383664,389730,1522.7333333333333,NA,ImBlue,3,1,620,0.017261540174842698
76561198209383664,1778820,85.78333333333333,35.56666666666667,ImBlue,3,1,620,0.017261540174842698
76561198167568144,389730,29.5,NA,Basadería,5,1,673,0.018737123447853443
76561198167568144,1778820,12.433333333333334,7.4,Basadería,5,1,673,0.018737123447853443
76561199014368494,1778820,152.66666666666666,47.11666666666667,friezer,19,3,1403,0.0390611949440392
76561199014368494,389730,106.85,NA,friezer,19,3,1403,0.0390611949440392
76561198256705990,1778820,10.666666666666666,9.5,Xion,1,1,324,0.009020546801046829
76561199064346281,389730,43.333333333333336,NA,말랑쫘안득허벅지,1,1,324,0.009020546801046829
76561199064346281,1778820,7.183333333333334,7.183333333333334,말랑쫘안득허벅지,1,1,324,0.009020546801046829
76561198848064669,389730,24.216666666666665,NA,F1Z1,8,3,1165,0.032434990812406035
76561198848064669,1778820,48.31666666666667,19.166666666666668,F1Z1,8,3,1165,0.032434990812406035
76561198088266838,389730,2655.8166666666666,NA,WINni,25,9,167,0.004649479369675372
76561198088266838,1778820,289.98333333333335,93.61666666666666,WINni,25,9,167,0.004649479369675372
76561198018175620,389730,92.43333333333334,NA,Nonexi,9,1,1721,0.04791469458210368
76561198018175620,1778820,125.85,38.93333333333333,Nonexi,9,1,1721,0.04791469458210368
76561198104051978,389730,1577.0166666666667,NA,최과카몰리,7,1,648,0.018041093602093657
76561198104051978,1778820,144.8,56.36666666666667,최과카몰리,7,1,648,0.018041093602093657
76561198165751522,389730,10.666666666666666,NA,shark,0,1,1511,0.04206804387772148
76561198165751522,1778820,21.466666666666665,5.883333333333334,shark,0,1,1511,0.04206804387772148
76561198008086309,1778820,235.68333333333334,50.6,artgosu,20,1,1097,0.030541789631939417
76561197988121233,389730,0,NA,Doben,9,3,1721,0.04791469458210368
76561197988121233,1778820,0,NA,Doben,9,3,1721,0.04791469458210368
76561198267879102,389730,84.7,NA,Leener,3,1,620,0.017261540174842698
76561198267879102,1778820,120.68333333333334,14.3,Leener,3,1,620,0.017261540174842698
76561198182102301,389730,49.8,NA,Sherlock,14,2,2393,0.06662397683612674
76561198182102301,1778820,56.06666666666667,28.016666666666666,Sherlock,14,2,2393,0.06662397683612674
76561197998533611,389730,0,NA,Boowak,13,2,2165,0.060276184642797485
76561197998533611,1778820,0,NA,Boowak,13,2,2165,0.060276184642797485
76561198090442187,1778820,15.25,15.25,PruttIvan,1,1,324,0.009020546801046829
76561198890895846,389730,174.61666666666667,0.7333333333333333,qudtlstlqkf,7,2,648,0.018041093602093657
76561198890895846,1778820,34.81666666666667,22.45,qudtlstlqkf,7,2,648,0.018041093602093657
76561199109981760,389730,1703.05,0.08333333333333333,Kirizama,22,4,547,0.015229133025224122
76561199109981760,1778820,236.33333333333334,94.36666666666666,Kirizama,22,4,547,0.015229133025224122
76561198119483784,389730,249.43333333333334,NA,sproinkky,20,4,1097,0.030541789631939417
76561198119483784,1778820,70.46666666666667,27.333333333333332,sproinkky,20,4,1097,0.030541789631939417
76561199013811276,389730,10.066666666666666,NA,jety,6,2,1020,0.028398017706999276
76561199013811276,1778820,16.883333333333333,12.566666666666666,jety,6,2,1020,0.028398017706999276
76561198980650134,1778820,201.8,72.96666666666667,w2114,7,1,648,0.018041093602093657
76561198354957585,389730,0,NA,CAPTIAL,13,2,2165,0.060276184642797485
76561198354957585,1778820,0,NA,CAPTIAL,13,2,2165,0.060276184642797485
76561198246414216,389730,8.933333333333334,NA,SLEEXPRONAX,11,1,1721,0.04791469458210368
76561198246414216,1778820,14.8,14.816666666666666,SLEEXPRONAX,11,1,1721,0.04791469458210368
76561198168059297,389730,18.9,NA,goodbyegate,4,1,670,0.01865359986636227
76561198168059297,1778820,24.466666666666665,24.466666666666665,goodbyegate,4,1,670,0.01865359986636227
76561198175093930,389730,0,NA,hello,22,3,547,0.015229133025224122
76561198175093930,1778820,0,NA,hello,22,3,547,0.015229133025224122
76561198388179727,389730,4432.566666666667,NA,Löwe_Lars,26,1,115,0.0032017372904950166
76561198388179727,1778820,232.08333333333334,74.76666666666667,Löwe_Lars,26,1,115,0.0032017372904950166
76561198065674140,389730,4250.8,NA,Reina's Chair,22,1,547,0.015229133025224122
76561198065674140,1778820,368.1166666666667,93.78333333333333,Reina's Chair,22,1,547,0.015229133025224122
76561198131904152,389730,1787.6333333333334,0.23333333333333334,Milian1,23,3,391,0.010885906787683057
76561198131904152,1778820,198.91666666666666,23.033333333333335,Milian1,23,3,391,0.010885906787683057
76561198087347681,389730,1408.8333333333333,NA,식빵 잘 굽는형,21,6,1194,0.03324238543348739
76561198087347681,1778820,148.05,47.3,식빵 잘 굽는형,21,6,1194,0.03324238543348739
76561199256242032,389730,270.78333333333336,NA,Yandhi,4,1,670,0.01865359986636227
76561199256242032,1778820,106.23333333333333,26.55,Yandhi,4,1,670,0.01865359986636227
76561198113330946,1778820,0,NA,The Eighth,11,1,1721,0.04791469458210368
76561198131904152,389730,1787.6333333333334,0.23333333333333334,Milian1,23,3,391,0.010885906787683057
76561198131904152,1778820,198.91666666666666,23.033333333333335,Milian1,23,3,391,0.010885906787683057
76561198048627819,389730,0,NA,DONK!,8,4,1165,0.032434990812406035
76561198048627819,1778820,0,NA,DONK!,8,4,1165,0.032434990812406035
76561198323662469,389730,69.55,NA,Boomslam,6,1,1020,0.028398017706999276
76561198323662469,1778820,71.8,41.21666666666667,Boomslam,6,1,1020,0.028398017706999276
76561198823345964,389730,156.16666666666666,1.9666666666666666,Ranzy,8,1,1165,0.032434990812406035
76561198823345964,1778820,52.2,23.783333333333335,Ranzy,8,1,1165,0.032434990812406035
76561198238404484,389730,1014.8333333333334,NA,sFlie,21,1,1194,0.03324238543348739
76561198238404484,1778820,99.46666666666667,24.1,sFlie,21,1,1194,0.03324238543348739
76561198355604555,389730,15.283333333333333,11,thigikna,3,1,620,0.017261540174842698
76561198355604555,1778820,15.433333333333334,15.433333333333334,thigikna,3,1,620,0.017261540174842698
76561198141623285,389730,117.63333333333334,NA,Palbo,7,1,648,0.018041093602093657
76561198141623285,1778820,34.25,22.716666666666665,Palbo,7,1,648,0.018041093602093657
76561197960579454,389730,0,NA,Soulancient,6,1,1020,0.028398017706999276
76561197960579454,1778820,0,NA,Soulancient,6,1,1020,0.028398017706999276
76561199120248590,1778820,38.5,38.5,LaTartineQuiJou,10,1,1647,0.045854446238654714
76561198181811183,389730,441.51666666666665,NA,Sdj1989,0,2,1511,0.04206804387772148
76561198181811183,1778820,172.21666666666667,59.1,Sdj1989,0,2,1511,0.04206804387772148
76561198117773151,389730,0,NA,SolMarigold,7,1,648,0.018041093602093657
76561198117773151,1778820,0,NA,SolMarigold,7,1,648,0.018041093602093657
76561198314857523,389730,1.9666666666666666,NA,nrlds,17,1,2221,0.061835291497299404
76561198272535935,389730,501.2,NA,Extinction :'(,27,1,58,0.0016147892421627039
76561198272535935,389730,501.2,NA,RangerVladimFR,26,1,115,0.0032017372904950166
76561198272535935,1778820,264.0833333333333,76.01666666666667,Extinction :'(,27,1,58,0.0016147892421627039
76561198272535935,1778820,264.0833333333333,76.01666666666667,RangerVladimFR,26,1,115,0.0032017372904950166
76561198147983905,389730,9.45,0.95,Chandeco,1,3,324,0.009020546801046829
76561198147983905,1778820,26.383333333333333,26.383333333333333,Chandeco,1,3,324,0.009020546801046829
76561198041577902,389730,678.8666666666667,NA,Leezy,8,1,1165,0.032434990812406035
76561198041577902,1778820,111.46666666666667,34.56666666666667,Leezy,8,1,1165,0.032434990812406035
76561198046586912,389730,3128.8333333333335,NA,adelant,25,1,167,0.004649479369675372
76561198046586912,1778820,184.28333333333333,48.55,adelant,25,1,167,0.004649479369675372
76561198119515118,389730,70.03333333333333,NA,Orii,5,1,673,0.018737123447853443
76561198119515118,1778820,155.63333333333333,34.03333333333333,Orii,5,1,673,0.018737123447853443
76561198296257305,389730,8573.583333333334,NA,LMG MoB,28,3,29,8.073946210813519e-4
76561198296257305,1778820,230.53333333333333,43.56666666666667,LMG MoB,28,3,29,8.073946210813519e-4
76561198969140933,389730,1914.5,NA,Chaotic :3,27,1,58,0.0016147892421627039
76561198969140933,1778820,158.58333333333334,26.716666666666665,Chaotic :3,27,1,58,0.0016147892421627039
76561198045200386,389730,65.13333333333334,NA,StarKazuto,6,2,1020,0.028398017706999276
76561198045200386,1778820,48.13333333333333,20.25,StarKazuto,6,2,1020,0.028398017706999276
76561198832267009,1778820,0,NA,Narwhalsss,11,2,1721,0.04791469458210368
76561199140086001,389730,40.93333333333333,NA,IHouMI,25,2,167,0.004649479369675372
76561199140086001,1778820,278.06666666666666,69.33333333333333,IHouMI,25,2,167,0.004649479369675372
76561198119372910,1778820,12.8,12.8,wewewe,8,1,1165,0.032434990812406035
76561198400789313,389730,654.9,NA,기계유망주 너굴쟝,22,1,547,0.015229133025224122
76561198400789313,1778820,29.9,21.316666666666666,기계유망주 너굴쟝,22,1,547,0.015229133025224122
76561199390244089,1778820,91.01666666666667,30.183333333333334,람  벨,20,1,1097,0.030541789631939417
76561198004138342,389730,8.233333333333333,NA,Kraz_dwan,2,1,415,0.011554095439612451
76561198004138342,1778820,2.9,2.9,Kraz_dwan,2,1,415,0.011554095439612451
76561198077962894,389730,5.966666666666667,0.16666666666666666,GoodnightOwl,11,2,1721,0.04791469458210368
76561198077962894,1778820,28.716666666666665,12.05,GoodnightOwl,11,2,1721,0.04791469458210368
76561198290144715,389730,0,NA,MAKOTO,11,1,1721,0.04791469458210368
76561198290144715,1778820,0,NA,MAKOTO,11,1,1721,0.04791469458210368
76561198189026369,389730,2332.2833333333333,NA,Grinbi99,25,2,167,0.004649479369675372
76561198189026369,1778820,102.83333333333333,25.483333333333334,Grinbi99,25,2,167,0.004649479369675372
76561198164382848,1778820,19.083333333333332,0.45,GrubbleSnops,2,1,415,0.011554095439612451
76561197991155739,389730,92.78333333333333,NA,Tromatikovich,18,2,2341,0.06517623475694638
76561197991155739,1778820,84.83333333333333,15,Tromatikovich,18,2,2341,0.06517623475694638
76561198064278030,389730,140.85,NA,Zimodokazuki,11,1,1721,0.04791469458210368
76561198064278030,1778820,25.883333333333333,4.1,Zimodokazuki,11,1,1721,0.04791469458210368
76561198147459687,389730,725.6666666666666,NA,LukeFromStreets,19,1,1403,0.0390611949440392
76561198147459687,1778820,141,33.96666666666667,LukeFromStreets,19,1,1403,0.0390611949440392
76561198034343345,389730,1.0333333333333334,NA,soup,16,1,2529,0.07041037919705997
76561198034343345,1778820,85.25,26.533333333333335,soup,16,1,2529,0.07041037919705997
76561198799320119,389730,139.73333333333332,NA,higheuphoria,17,2,2221,0.061835291497299404
76561198799320119,1778820,155.58333333333334,59.38333333333333,higheuphoria,17,2,2221,0.061835291497299404
76561198119086127,389730,4353.666666666667,NA,Lil_Girthy,17,1,2221,0.061835291497299404
